ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TN-135,Perry County,Tennessee,61,125,2.5,58.5
TN-137,Pickett County,Tennessee,58.1,121,2.2,55.9
TN-139,Polk County,Tennessee,59.6,117,1.5,58.1
TN-141,Putnam County,Tennessee,58.7,123,2.2,56.6
TN-143,Rhea County,Tennessee,59.3,120,1.9,57.4
TN-145,Roane County,Tennessee,59.6,118,1.7,57.8
TN-147,Robertson County,Tennessee,59.8,124,2.3,57.5
TN-149,Rutherford County,Tennessee,61.1,128,2.7,58.4
TN-151,Scott County,Tennessee,56.3,118,1.8,54.5
TN-153,Sequatchie County,Tennessee,58.9,125,2.4,56.5
TN-155,Sevier County,Tennessee,57.7,125,1.9,55.8
TN-157,Shelby County,Tennessee,63.1,123,2,61.1
TN-159,Smith County,Tennessee,60.1,123,1.9,58.1
TN-161,Stewart County,Tennessee,60,123,2.1,57.9
TN-163,Sullivan County,Tennessee,57.5,122,2,55.4
TN-165,Sumner County,Tennessee,59.8,124,2.2,57.7
TN-167,Tipton County,Tennessee,62.2,121,1.9,60.3
TN-169,Trousdale County,Tennessee,60.1,124,2.1,58
TN-171,Unicoi County,Tennessee,55.1,125,2.1,53
TN-173,Union County,Tennessee,58.1,119,1.7,56.4
TN-175,Van Buren County,Tennessee,58.2,123,2.1,56
TN-177,Warren County,Tennessee,59.5,125,2.3,57.2
TN-179,Washington County,Tennessee,58.1,121,2,56.1
TN-181,Wayne County,Tennessee,61.1,127,2.6,58.5
TN-183,Weakley County,Tennessee,60.8,126,2.4,58.4
TN-185,White County,Tennessee,58.6,121,1.9,56.7
TN-187,Williamson County,Tennessee,61,129,3,58
TN-189,Wilson County,Tennessee,60.5,125,2.3,58.2
TX-001,Anderson County,Texas,67.7,124,2.3,65.4
TX-003,Andrews County,Texas,65.6,129,3.6,62
TX-005,Angelina County,Texas,68.7,124,2.6,66.1
TX-007,Aransas County,Texas,74.5,129,4.1,70.4
TX-009,Archer County,Texas,66.3,127,2.8,63.5
TX-011,Armstrong County,Texas,61.4,127,3.5,58
TX-013,Atascosa County,Texas,72.8,128,2.9,69.8
TX-015,Austin County,Texas,72.4,128,4.4,68
TX-017,Bailey County,Texas,59.9,124,2.8,57.1
TX-019,Bandera County,Texas,69.6,128,3.5,66.1
TX-021,Bastrop County,Texas,71.5,128,4.1,67.4
TX-023,Baylor County,Texas,66.4,127,3,63.4
TX-025,Bee County,Texas,73.6,129,3.2,70.3
TX-027,Bell County,Texas,69.4,127,3.7,65.7
TX-029,Bexar County,Texas,72.1,130,3.6,68.5
TX-031,Blanco County,Texas,69.8,129,3.7,66.1
TX-033,Borden County,Texas,65.8,126,2.9,62.9
TX-035,Bosque County,Texas,68.1,126,2.7,65.4
TX-037,Bowie County,Texas,65.9,125,2.8,63.1
TX-039,Brazoria County,Texas,72.3,128,3.4,68.9
TX-041,Brazos County,Texas,70.7,129,3.7,67
TX-043,Brewster County,Texas,68.5,129,4,64.6
TX-045,Briscoe County,Texas,62.5,127,3.1,59.4
TX-047,Brooks County,Texas,76,129,3.7,72.2
TX-049,Brown County,Texas,67.5,126,3.1,64.4
TX-051,Burleson County,Texas,71.1,129,4.1,67.1
TX-053,Burnet County,Texas,69.4,129,3.4,66
TX-055,Caldwell County,Texas,72.3,129,4.4,67.8
TX-057,Calhoun County,Texas,73.3,128,3.6,69.7
TX-059,Callahan County,Texas,66.4,126,2.6,63.7
TX-061,Cameron County,Texas,76.3,126,2.7,73.7
TX-063,Camp County,Texas,66.5,124,2.6,63.9
TX-065,Carson County,Texas,60.3,127,3.4,56.8
TX-067,Cass County,Texas,66.3,123,2.3,64
TX-069,Castro County,Texas,59.9,128,3.2,56.7
TX-071,Chambers County,Texas,71.5,129,3.2,68.3
TX-073,Cherokee County,Texas,67.7,124,2.3,65.4
TX-075,Childress County,Texas,64.2,125,2.8,61.4
TX-077,Clay County,Texas,65.9,126,2.5,63.4
TX-079,Cochran County,Texas,60.9,125,2.9,58
TX-081,Coke County,Texas,67.3,129,3.4,63.9
TX-083,Coleman County,Texas,67.2,126,3,64.2
TX-085,Collin County,Texas,67.1,127,3.3,63.8
TX-087,Collingsworth County,Texas,62.5,124,2.7,59.8
TX-089,Colorado County,Texas,72.7,128,4.5,68.2
TX-091,Comal County,Texas,71.1,130,3.7,67.3
TX-093,Comanche County,Texas,67.6,127,3.2,64.3
TX-095,Concho County,Texas,67.4,126,3.1,64.2
TX-097,Cooke County,Texas,65.8,124,2.3,63.4
TX-099,Coryell County,Texas,68.7,127,3.2,65.4
TX-101,Cottle County,Texas,64.8,125,2.6,62.2
TX-103,Crane County,Texas,69,129,4.2,64.8
TX-105,Crockett County,Texas,67.9,128,3.1,64.8
TX-107,Crosby County,Texas,63.3,127,3,60.3
TX-109,Culberson County,Texas,65.1,129,4,61.1
TX-111,Dallam County,Texas,56.3,113,1.8,54.5
TX-113,Dallas County,Texas,67.8,124,2.4,65.3
TX-115,Dawson County,Texas,64.6,125,2.7,61.9
TX-117,Deaf Smith County,Texas,59.1,127,3.3,55.7
TX-119,Delta County,Texas,65.5,120,2.1,63.4
TX-121,Denton County,Texas,67.2,125,2.7,64.5
TX-123,DeWitt County,Texas,73.2,128,4.1,69.1
TX-125,Dickens County,Texas,64.5,127,2.7,61.8
TX-127,Dimmit County,Texas,74.2,128,3.5,70.7
TX-129,Donley County,Texas,61.7,125,2.9,58.8
TX-131,Duval County,Texas,75.2,130,4,71.2
TX-133,Eastland County,Texas,66.7,127,2.9,63.8
TX-135,Ector County,Texas,67.1,128,4,63.1
TX-137,Edwards County,Texas,69.1,129,4,65.1
TX-139,Ellis County,Texas,67.9,122,2.1,65.8
TX-141,El Paso County,Texas,67.1,129,4.8,62.3
TX-143,Erath County,Texas,67.7,128,3.5,64.2
TX-145,Falls County,Texas,69,127,3.1,65.8
TX-147,Fannin County,Texas,65.8,126,2.8,63
TX-149,Fayette County,Texas,72.5,129,4.5,67.9
TX-151,Fisher County,Texas,66.4,127,3.2,63.2
TX-153,Floyd County,Texas,61.7,126,2.8,58.9
TX-155,Foard County,Texas,65.6,125,2.8,62.7
TX-157,Fort Bend County,Texas,72.7,129,4.1,68.6
TX-159,Franklin County,Texas,66,123,2.4,63.6
TX-161,Freestone County,Texas,68.4,126,2.6,65.8
TX-163,Frio County,Texas,73,128,3.3,69.7
TX-165,Gaines County,Texas,64,128,3.1,60.9
TX-167,Galveston County,Texas,72.4,129,3.5,68.9
TX-169,Garza County,Texas,65.5,128,3.2,62.3
TX-171,Gillespie County,Texas,68.4,130,3.5,64.9
TX-173,Glasscock County,Texas,66.7,129,3.5,63.2
TX-175,Goliad County,Texas,73.3,128,3.5,69.8
TX-177,Gonzales County,Texas,73.2,130,4.5,68.7
TX-179,Gray County,Texas,60.4,125,3.1,57.3
TX-181,Grayson County,Texas,66.1,127,2.7,63.4
TX-183,Gregg County,Texas,66.9,120,1.9,65.1
TX-185,Grimes County,Texas,70.5,127,3.4,67.1
TX-187,Guadalupe County,Texas,72.4,129,4.1,68.3
TX-189,Hale County,Texas,61.2,127,3,58.2
TX-191,Hall County,Texas,63.8,125,2.9,60.9
TX-193,Hamilton County,Texas,68,128,3.3,64.8
TX-195,Hansford County,Texas,59.3,122,2.5,56.8
TX-197,Hardeman County,Texas,64.9,125,2.8,62.1
TX-199,Hardin County,Texas,69.9,127,2.9,67
TX-201,Harris County,Texas,72.4,129,3.9,68.5
TX-203,Harrison County,Texas,66.8,119,1.7,65.2
TX-205,Hartley County,Texas,57.6,119,2.3,55.4
TX-207,Haskell County,Texas,66.6,127,3,63.6
TX-209,Hays County,Texas,70.7,130,3.8,66.9
TX-211,Hemphill County,Texas,60.5,127,2.8,57.7
TX-213,Henderson County,Texas,67.2,123,2.1,65.1
TX-215,Hidalgo County,Texas,77,129,3.2,73.8
TX-217,Hill County,Texas,68.2,123,2.4,65.8
TX-219,Hockley County,Texas,61.8,125,2.9,58.8
TX-221,Hood County,Texas,67.8,126,2.7,65.1
TX-223,Hopkins County,Texas,65.7,121,2.2,63.6
TX-225,Houston County,Texas,68.1,120,1.9,66.2
TX-227,Howard County,Texas,66.7,129,3.2,63.5
TX-229,Hudspeth County,Texas,64.7,129,4.2,60.5
TX-231,Hunt County,Texas,66.4,124,2.9,63.5
TX-233,Hutchinson County,Texas,60.9,125,3.1,57.8
TX-235,Irion County,Texas,66.8,127,2.9,63.9
TX-237,Jack County,Texas,66,125,2.6,63.4
TX-239,Jackson County,Texas,72.6,128,3.6,69
TX-241,Jasper County,Texas,68.7,125,2.5,66.2
TX-243,Jeff Davis County,Texas,64.5,129,4.4,60.1
TX-245,Jefferson County,Texas,71,128,3.1,68
TX-247,Jim Hogg County,Texas,76.2,129,4,72.2
TX-249,Jim Wells County,Texas,75.2,129,3.8,71.4
TX-251,Johnson County,Texas,67.6,123,2.3,65.3
TX-253,Jones County,Texas,66.5,126,2.6,63.9
TX-255,Karnes County,Texas,73,130,3.5,69.5
TX-257,Kaufman County,Texas,67.1,122,2,65.1
TX-259,Kendall County,Texas,69.5,129,3.5,66
TX-261,Kenedy County,Texas,75.7,128,3.4,72.3
TX-263,Kent County,Texas,65.9,127,3,62.9
TX-265,Kerr County,Texas,68,129,3.4,64.6
TX-267,Kimble County,Texas,67.5,128,3.4,64.1
TX-269,King County,Texas,65.8,126,3,62.9
TX-271,Kinney County,Texas,73.1,129,4.3,68.8
TX-273,Kleberg County,Texas,75.4,128,4,71.4
TX-275,Knox County,Texas,66.3,127,3,63.3
TX-277,Lamar County,Texas,65.1,121,2.1,63
TX-279,Lamb County,Texas,60.4,124,2.7,57.7
TX-281,Lampasas County,Texas,68.6,127,3.1,65.4
TX-283,La Salle County,Texas,74.4,129,3.5,70.9
TX-285,Lavaca County,Texas,73,128,4.5,68.5
TX-287,Lee County,Texas,71.1,128,4.1,67.1
TX-289,Leon County,Texas,68.5,125,2.3,66.2
TX-291,Liberty County,Texas,71,129,3.3,67.7
TX-293,Limestone County,Texas,68.5,125,2.7,65.8
TX-295,Lipscomb County,Texas,59.4,124,2.4,57
TX-297,Live Oak County,Texas,74.1,129,3.5,70.6
TX-299,Llano County,Texas,69.7,129,3.7,66
TX-301,Loving County,Texas,67.3,127,3.8,63.6
TX-303,Lubbock County,Texas,63,128,3.7,59.3
TX-305,Lynn County,Texas,63.9,127,3.1,60.7
TX-307,McCulloch County,Texas,67.9,128,3.4,64.5
TX-309,McLennan County,Texas,68.6,127,2.8,65.8
TX-311,McMullen County,Texas,74.2,130,3.5,70.7
TX-313,Madison County,Texas,69.1,125,2.5,66.7
TX-315,Marion County,Texas,66.5,119,1.7,64.8
TX-317,Martin County,Texas,66.2,128,3.3,62.9
TX-319,Mason County,Texas,68.7,129,3.7,65
TX-321,Matagorda County,Texas,72.3,126,3.2,69.1
TX-323,Maverick County,Texas,74.4,129,3.9,70.5
TX-325,Medina County,Texas,72,129,3.6,68.4
TX-327,Menard County,Texas,66.9,127,3.3,63.6
TX-329,Midland County,Texas,67.1,128,3.8,63.3
TX-331,Milam County,Texas,70.1,128,3.8,66.3
TX-333,Mills County,Texas,67.9,128,3.2,64.7
TX-335,Mitchell County,Texas,67.2,129,3.6,63.6
TX-337,Montague County,Texas,65.6,125,2.5,63.2
TX-339,Montgomery County,Texas,71.4,129,3.8,67.6
TX-341,Moore County,Texas,59.4,124,2.8,56.6
TX-343,Morris County,Texas,66.4,124,2.5,63.8
TX-345,Motley County,Texas,63.8,124,2.5,61.3
TX-347,Nacogdoches County,Texas,68.1,125,2.4,65.6
TX-349,Navarro County,Texas,68.4,126,2.6,65.8
TX-351,Newton County,Texas,68.9,126,2.8,66.1
TX-353,Nolan County,Texas,66.4,127,3.6,62.8
TX-355,Nueces County,Texas,75.2,129,3.9,71.2
TX-357,Ochiltree County,Texas,59.4,122,2.5,56.9
TX-359,Oldham County,Texas,59.1,124,2.5,56.6
TX-361,Orange County,Texas,70.5,128,3,67.4
TX-363,Palo Pinto County,Texas,67.4,128,3.1,64.3
TX-365,Panola County,Texas,67.4,124,2,65.4
TX-367,Parker County,Texas,67.1,126,2.6,64.5
TX-369,Parmer County,Texas,59.6,128,3.5,56.1
TX-371,Pecos County,Texas,68,129,4.1,63.8
TX-373,Polk County,Texas,69.3,125,2.6,66.7
TX-375,Potter County,Texas,60.4,127,3.3,57
TX-377,Presidio County,Texas,67.7,129,4.2,63.5
TX-379,Rains County,Texas,66.1,123,2.2,63.9
TX-381,Randall County,Texas,60,127,3.4,56.6
TX-383,Reagan County,Texas,67.1,128,3.5,63.6
TX-385,Real County,Texas,69.2,129,3.7,65.4
TX-387,Red River County,Texas,65.3,124,2.6,62.7
TX-389,Reeves County,Texas,67.9,129,4.2,63.7
TX-391,Refugio County,Texas,73.7,129,3.5,70.2
TX-393,Roberts County,Texas,60.7,126,3,57.6
TX-395,Robertson County,Texas,69.6,128,3.2,66.3
TX-397,Rockwall County,Texas,67.1,125,2.7,64.4
TX-399,Runnels County,Texas,67.3,127,3.1,64.2
TX-401,Rusk County,Texas,67.3,124,2,65.3
TX-403,Sabine County,Texas,68.1,125,2.6,65.4
TX-405,San Augustine County,Texas,68,124,2.4,65.6
TX-407,San Jacinto County,Texas,70.1,126,2.9,67.2
TX-409,San Patricio County,Texas,74.4,129,3.5,70.9
TX-411,San Saba County,Texas,68.6,129,3.4,65.1
TX-413,Schleicher County,Texas,66.3,120,2.7,63.7
TX-415,Scurry County,Texas,66.1,128,3.3,62.8
TX-417,Shackelford County,Texas,66.9,126,2.9,64
TX-419,Shelby County,Texas,67.6,125,2.3,65.3
TX-421,Sherman County,Texas,58.2,119,2.2,56
TX-423,Smith County,Texas,66.6,122,2,64.7
TX-425,Somervell County,Texas,68,127,2.7,65.3
TX-427,Starr County,Texas,77.3,129,3.8,73.4
TX-429,Stephens County,Texas,67,128,3.1,63.9
TX-431,Sterling County,Texas,66.9,129,3.4,63.5
TX-433,Stonewall County,Texas,66.3,126,2.8,63.4
TX-435,Sutton County,Texas,67.2,127,3,64.2
TX-437,Swisher County,Texas,60.6,128,3.1,57.5
TX-439,Tarrant County,Texas,67.8,123,2.5,65.3
TX-441,Taylor County,Texas,66.5,127,2.9,63.6
TX-443,Terrell County,Texas,69.7,129,3.6,66.1
TX-445,Terry County,Texas,63,125,2.8,60.1
TX-447,Throckmorton County,Texas,66.8,127,3.1,63.7
TX-449,Titus County,Texas,66.3,124,2.9,63.5
TX-451,Tom Green County,Texas,67.3,125,2.9,64.4
TX-453,Travis County,Texas,70.6,128,3.6,67.1
TX-455,Trinity County,Texas,68.7,125,2.1,66.5
TX-457,Tyler County,Texas,68.8,125,2.5,66.3
TX-459,Upshur County,Texas,66.5,123,2.1,64.4
TX-461,Upton County,Texas,68.3,128,3.9,64.3
TX-463,Uvalde County,Texas,72.1,129,3.7,68.4
TX-465,Val Verde County,Texas,71.5,129,4,67.5
TX-467,Van Zandt County,Texas,66.5,123,2,64.5
TX-469,Victoria County,Texas,73.1,128,3.7,69.4
TX-471,Walker County,Texas,69.4,124,2.3,67
TX-473,Waller County,Texas,72.1,128,4.2,67.9
TX-475,Ward County,Texas,68.5,129,4.1,64.4
TX-477,Washington County,Texas,71.7,129,4.2,67.5
TX-479,Webb County,Texas,75.5,130,3.9,71.6
TX-481,Wharton County,Texas,72.6,128,3.8,68.7
TX-483,Wheeler County,Texas,61.4,127,3,58.4
TX-485,Wichita County,Texas,65.8,126,2.8,63
TX-487,Wilbarger County,Texas,65.7,126,2.9,62.7
TX-489,Willacy County,Texas,76.1,127,2.9,73.2
TX-491,Williamson County,Texas,70,127,3.6,66.4
TX-493,Wilson County,Texas,72.7,130,3.5,69.2
TX-495,Winkler County,Texas,67.3,129,4,63.3
TX-497,Wise County,Texas,66.5,125,2.6,63.9
TX-499,Wood County,Texas,66.3,123,2.3,64
TX-501,Yoakum County,Texas,62.1,126,3,59.1
TX-503,Young County,Texas,66.5,126,2.9,63.6
TX-505,Zapata County,Texas,77.1,129,4.1,73
TX-507,Zavala County,Texas,73.6,129,3.4,70.1
UT-001,Beaver County,Utah,51.8,130,3.9,47.9
UT-003,Box Elder County,Utah,50.7,128,3.7,47
UT-005,Cache County,Utah,46.4,128,3.9,42.5
UT-007,Carbon County,Utah,47.3,129,3.9,43.4
UT-009,Daggett County,Utah,43.6,126,3.1,40.5
UT-011,Davis County,Utah,52.7,130,4.7,48
UT-013,Duchesne County,Utah,44.3,127,4,40.2
UT-015,Emery County,Utah,53,129,3.9,49.1
UT-017,Garfield County,Utah,51.5,130,4.1,47.4
UT-019,Grand County,Utah,53.9,130,4.5,49.3
UT-021,Iron County,Utah,51.7,130,4.1,47.6
UT-023,Juab County,Utah,52.6,128,3.4,49.2
UT-025,Kane County,Utah,54.9,130,3.7,51.2
UT-027,Millard County,Utah,53.6,129,3.7,49.9
UT-029,Morgan County,Utah,46.4,128,3.9,42.6
UT-031,Piute County,Utah,46.7,130,4.2,42.5
UT-033,Rich County,Utah,43.2,128,3.8,39.4
UT-035,Salt Lake County,Utah,51.9,129,4.2,47.7
UT-037,San Juan County,Utah,55.4,130,3.7,51.7
UT-039,Sanpete County,Utah,46.7,128,3.6,43.1
UT-041,Sevier County,Utah,47.4,128,3.5,43.9
UT-043,Summit County,Utah,40.9,127,3.1,37.8
UT-045,Tooele County,Utah,53,128,3.1,49.9
UT-047,Uintah County,Utah,49,129,4.6,44.3
UT-049,Utah County,Utah,49.2,128,3.5,45.8
UT-051,Wasatch County,Utah,43.3,128,3.3,40
UT-053,Washington County,Utah,58.6,130,3.8,54.9
UT-055,Wayne County,Utah,54.3,130,4.7,49.6
UT-057,Weber County,Utah,49.2,128,4.5,44.7
VT-001,Addison County,Vermont,45.7,120,3,42.7
VT-003,Bennington County,Vermont,44.8,123,3.2,41.5
VT-005,Caledonia County,Vermont,43.2,122,3.1,40.2
VT-007,Chittenden County,Vermont,46.6,125,4,42.6
VT-009,Essex County,Vermont,41.9,118,2.8,39.1
VT-011,Franklin County,Vermont,45.8,124,3.8,42
VT-013,Grand Isle County,Vermont,47.4,125,3.6,43.8
VT-015,Lamoille County,Vermont,43.9,125,3.8,40.1
VT-017,Orange County,Vermont,44.3,122,3.1,41.3
VT-019,Orleans County,Vermont,42.9,122,3.1,39.8
VT-021,Rutland County,Vermont,45,121,3,42
VT-023,Washington County,Vermont,44,125,3.4,40.6
VT-025,Windham County,Vermont,45.7,120,3.1,42.7
VT-027,Windsor County,Vermont,45.2,123,3.2,42
VA-001,Accomack County,Virginia,59.2,118,2.6,56.6
VA-003,Albemarle County,Virginia,58.4,128,3.7,54.7
VA-005,Alleghany County,Virginia,54.3,122,2,52.3
VA-007,Amelia County,Virginia,59,122,2.3,56.7
VA-009,Amherst County,Virginia,57.4,129,3,54.4
VA-011,Appomattox County,Virginia,58.3,126,3,55.3
VA-013,Arlington County,Virginia,58,126,3,55
VA-015,Augusta County,Virginia,55,127,3.2,51.9
VA-017,Bath County,Virginia,53.2,120,2,51.2
VA-019,Bedford County,Virginia,57.7,124,2.4,55.3
VA-021,Bland County,Virginia,52.5,118,1.7,50.8
VA-023,Botetourt County,Virginia,56.5,124,2.1,54.4
VA-025,Brunswick County,Virginia,59.6,120,2.2,57.4
VA-027,Buchanan County,Virginia,55.4,120,1.9,53.5
VA-029,Buckingham County,Virginia,59.3,128,3.5,55.8
VA-031,Campbell County,Virginia,58.2,124,2.9,55.3
VA-033,Caroline County,Virginia,58.9,127,2.9,56
VA-035,Carroll County,Virginia,54.2,125,2.5,51.7
VA-036,Charles City County,Virginia,60.5,119,2,58.5
VA-037,Charlotte County,Virginia,58.6,124,2.7,56
VA-041,Chesterfield County,Virginia,59.4,120,1.9,57.5
VA-043,Clarke County,Virginia,55.3,124,2.7,52.6
VA-045,Craig County,Virginia,54.5,125,2.2,52.3
VA-047,Culpeper County,Virginia,57.6,127,3.3,54.2
VA-049,Cumberland County,Virginia,59.6,128,3.3,56.3
VA-051,Dickenson County,Virginia,55.2,120,1.6,53.5
VA-053,Dinwiddie County,Virginia,59.5,120,2,57.5
VA-057,Essex County,Virginia,59.4,126,2.6,56.8
VA-059,Fairfax County,Virginia,57.9,127,3.3,54.6
VA-061,Fauquier County,Virginia,56.7,127,3.2,53.5
VA-063,Floyd County,Virginia,53.4,124,2.3,51
VA-065,Fluvanna County,Virginia,59.8,130,4.1,55.7
VA-067,Franklin County,Virginia,57.3,120,2.1,55.2
VA-069,Frederick County,Virginia,54.5,123,2.6,52
VA-071,Giles County,Virginia,53.8,124,2.2,51.6
VA-073,Gloucester County,Virginia,60.4,120,2.3,58.1
VA-075,Goochland County,Virginia,59.4,130,3.2,56.1
VA-077,Grayson County,Virginia,52.3,126,2.5,49.8
VA-079,Greene County,Virginia,56.5,126,3.4,53.1
VA-081,Greensville County,Virginia,60.2,120,2.2,58
VA-083,Halifax County,Virginia,59.2,127,2.6,56.6
VA-085,Hanover County,Virginia,59.1,125,2.5,56.6
VA-087,Henrico County,Virginia,59.6,122,2.1,57.5
VA-089,Henry County,Virginia,58.4,120,2.1,56.3
VA-091,Highland County,Virginia,50.4,121,1.9,48.5
VA-093,Isle of Wight County,Virginia,60.9,120,2.1,58.7
VA-095,James City County,Virginia,60.6,119,2.2,58.4
VA-097,King and Queen County,Virginia,59.6,125,2.4,57.2
VA-099,King George County,Virginia,59.3,126,3.3,56
VA-101,King William County,Virginia,59.6,125,2.4,57.2
VA-103,Lancaster County,Virginia,59.5,122,2.4,57.1
VA-105,Lee County,Virginia,56.8,125,1.9,54.8
VA-107,Loudoun County,Virginia,56.5,127,3.2,53.3
VA-109,Louisa County,Virginia,58.7,129,3.4,55.3
VA-111,Lunenburg County,Virginia,58.9,121,2.3,56.6
VA-113,Madison County,Virginia,56.2,126,3.3,52.9
VA-115,Mathews County,Virginia,60.2,119,2.3,57.9
VA-117,Mecklenburg County,Virginia,59.6,123,2.5,57.1
VA-119,Middlesex County,Virginia,59.8,121,2.3,57.5
VA-121,Montgomery County,Virginia,55,124,2.4,52.6
VA-125,Nelson County,Virginia,57.5,128,3.5,54
VA-127,New Kent County,Virginia,59.9,120,2.1,57.8
VA-131,Northampton County,Virginia,60.1,117,2.4,57.7
VA-133,Northumberland County,Virginia,59.3,126,2.7,56.6
VA-135,Nottoway County,Virginia,58.9,120,2.3,56.6
VA-137,Orange County,Virginia,58,127,3.3,54.7
VA-139,Page County,Virginia,54.8,127,3.3,51.6
VA-141,Patrick County,Virginia,56.6,122,2.1,54.5
VA-143,Pittsylvania County,Virginia,58.3,121,2,56.3
VA-145,Powhatan County,Virginia,59.3,125,2.7,56.6
VA-147,Prince Edward County,Virginia,58.7,125,2.6,56.1
VA-149,Prince George County,Virginia,60.2,118,1.8,58.4
VA-153,Prince William County,Virginia,58.1,126,3.5,54.5
VA-155,Pulaski County,Virginia,54.7,123,2.5,52.3
VA-157,Rappahannock County,Virginia,55.5,127,3.1,52.4
VA-159,Richmond County,Virginia,59.3,125,2.5,56.7
VA-161,Roanoke County,Virginia,56.5,124,2.2,54.3
VA-163,Rockbridge County,Virginia,55.8,126,2.3,53.5
VA-165,Rockingham County,Virginia,54.6,125,3,51.6
VA-167,Russell County,Virginia,54.8,122,1.9,52.9
VA-169,Scott County,Virginia,56.6,120,1.7,54.9
VA-171,Shenandoah County,Virginia,54.9,126,2.9,52
VA-173,Smyth County,Virginia,53.2,121,2.1,51
VA-175,Southampton County,Virginia,60.7,123,2.3,58.4
VA-177,Spotsylvania County,Virginia,58.2,128,3.3,54.9
VA-179,Stafford County,Virginia,58.7,126,3.7,55
VA-181,Surry County,Virginia,60.6,119,2.1,58.5
VA-183,Sussex County,Virginia,60.3,120,2.1,58.1
VA-185,Tazewell County,Virginia,52.6,119,1.8,50.7
VA-187,Warren County,Virginia,55,125,2.7,52.3
VA-191,Washington County,Virginia,55.4,120,2,53.4
VA-193,Westmoreland County,Virginia,59.3,127,2.9,56.4
VA-195,Wise County,Virginia,54.2,116,1.5,52.7
VA-197,Wythe County,Virginia,53.6,121,2.2,51.4
VA-199,York County,Virginia,60.9,119,2.3,58.6
VA-510,Alexandria City,Virginia,58.6,126,3.1,55.5
VA-520,Bristol City,Virginia,57,122,2.1,54.9
VA-530,Buena Vista City,Virginia,57.2,127,2.5,54.7
VA-540,Charlottesville City,Virginia,58.9,127,3.6,55.2
VA-550,Chesapeake City,Virginia,61.3,121,2.5,58.8
VA-570,Colonial Heights City,Virginia,59.9,117,1.7,58.2
VA-580,Covington City,Virginia,56,122,1.9,54
VA-590,Danville City,Virginia,59,111,1.5,57.5
VA-595,Emporia City,Virginia,60.3,120,2.1,58.1
VA-600,Fairfax City,Virginia,57.5,127,3.2,54.3
VA-610,Falls Church City,Virginia,57.5,126,3.1,54.4
VA-620,Franklin City,Virginia,60.8,123,2.3,58.5
VA-630,Fredericksburg City,Virginia,58.7,128,3.7,55
VA-640,Galax City,Virginia,54.2,125,2.6,51.6
VA-650,Hampton City,Virginia,61.5,120,2.3,59.1
VA-660,Harrisonburg City,Virginia,55.8,125,3.1,52.7
VA-670,Hopewell City,Virginia,60.1,113,1.5,58.6
VA-680,Lynchburg City,Virginia,58.2,126,3,55.2
VA-683,Manassas City,Virginia,58,125,3.5,54.5
VA-685,Manassas Park City,Virginia,57.9,126,3.4,54.5
VA-690,Martinsville City,Virginia,58.5,123,2.2,56.3
VA-700,Newport News City,Virginia,61.3,119,2.3,59
VA-710,Norfolk City,Virginia,62,122,2.6,59.3
VA-720,Norton City,Virginia,54.3,119,1.5,52.8
VA-730,Petersburg City,Virginia,59.9,118,1.7,58.1
VA-735,Poquoson City,Virginia,61.3,119,2.3,59
VA-740,Portsmouth City,Virginia,62,120,2.4,59.5
VA-750,Radford City,Virginia,55.3,125,2.5,52.8
VA-760,Richmond City,Virginia,59.5,122,2.1,57.4
VA-770,Roanoke City,Virginia,57.9,122,2.2,55.8
VA-775,Salem City,Virginia,57.8,123,2.2,55.6
VA-790,Staunton City,Virginia,56.6,128,3.6,52.9
VA-800,Suffolk City,Virginia,61,120,2.2,58.8
VA-810,Virginia Beach City,Virginia,61.6,122,2.7,58.9
VA-820,Waynesboro City,Virginia,56.8,128,3.6,53.1
VA-830,Williamsburg City,Virginia,60.5,119,2.3,58.2
VA-840,Winchester City,Virginia,54.9,123,2.5,52.3
WA-001,Adams County,Washington,51.4,126,2.9,48.4
WA-003,Asotin County,Washington,50.7,126,3.6,47.1
WA-005,Benton County,Washington,54.2,126,2.5,51.6
WA-007,Chelan County,Washington,45,126,2.7,42.2
WA-009,Clallam County,Washington,48.4,117,1.8,46.7
WA-011,Clark County,Washington,53.2,125,2.3,50.9
WA-013,Columbia County,Washington,49.5,124,2.7,46.8
WA-015,Cowlitz County,Washington,51.1,127,2.4,48.7
WA-017,Douglas County,Washington,49.7,125,2.7,47
WA-019,Ferry County,Washington,45.2,127,3.1,42.1
WA-021,Franklin County,Washington,53.5,125,2.7,50.8
WA-023,Garfield County,Washington,50.3,126,3.3,47.1
WA-025,Grant County,Washington,52.4,125,2.8,49.6
WA-027,Grays Harbor County,Washington,50.8,117,1.6,49.2
WA-029,Island County,Washington,52.1,125,2.2,49.9
WA-031,Jefferson County,Washington,46.8,123,1.9,44.9
WA-033,King County,Washington,49.1,125,2.2,46.9
WA-035,Kitsap County,Washington,52.8,126,2.2,50.6
WA-037,Kittitas County,Washington,46.9,126,2.7,44.3
WA-039,Klickitat County,Washington,50,125,2.6,47.4
WA-041,Lewis County,Washington,48.8,123,2,46.8
WA-043,Lincoln County,Washington,48.7,125,2.4,46.3
WA-045,Mason County,Washington,50,118,1.8,48.3
WA-047,Okanogan County,Washington,44.6,124,2.8,41.8
WA-049,Pacific County,Washington,51.2,118,1.8,49.4
